Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Age Band,Continent
32,Male,High School,Single,118835.0,722,11982.0,Business,Unemployed,5,Good,0.10082888038035932,209403,1,North Amy,WI,French Guiana,2,1,Medium,30-44,South America
42,Non-binary,PhD,Divorced,37540.0,672,6724.0,Auto,Self-employed,16,Poor,0.17911561001598295,217834,0,Schmidtbury,AL,San Marino,2,0,Low,30-44,Europe
20,Non-binary,Master's,Widowed,103984.0,611,5350.0,Personal,Unemployed,4,Good,0.05145022311124788,203201,1,East Matthew,TX,Turkey,0,1,Low,18-29,Asia
63,Non-binary,High School,Divorced,24435.0,696,49852.0,Personal,Unemployed,12,Poor,2.0401882545528953,173878,1,Hortonstad,WY,Indonesia,1,2,Low,>=60,Asia
67,Non-binary,High School,Married,27131.0,605,9171.0,Home,Employed,14,Excellent,0.3380266116250783,274572,1,Caseville,NH,Tonga,0,2,Medium,>=60,Oceania
31,Female,Bachelor's,Married,105924.0,738,41443.0,Business,Unemployed,15,Fair,0.3912522185718062,243582,1,Greenefurt,OK,Norfolk Island,3,1,Low,30-44,Oceania
68,Female,High School,Widowed,63130.0,705,25293.0,Business,Employed,7,Fair,0.40064945350863296,30506,2,Davemouth,WY,Jersey,1,1,Low,>=60,Europe
64,Male,Master's,Widowed,49367.0,772,12840.0,Auto,Employed,11,Fair,0.26009277452549273,249394,0,Alexanderview,SC,Trinidad and Tobago,3,0,Medium,>=60,North America
21,Male,Master's,Widowed,80200.0,796,47587.0,Home,Employed,17,Good,0.593354114713217,129205,3,East Charleshaven,KY,Aruba,1,2,Low,18-29,North America
44,Male,Bachelor's,Single,107988.0,761,48101.0,Personal,Self-employed,10,Excellent,0.445429121754269,293530,3,Frankstad,MN,Wallis and Futuna,2,1,Low,30-44,Oceania
32,Female,Bachelor's,Single,22919.0,662,37477.0,Business,Employed,11,Excellent,1.6351935075701383,114916,4,Oscarside,UT,Afghanistan,3,2,Low,30-44,Asia
69,Female,PhD,Single,89529.0,636,11861.0,Business,Self-employed,2,Excellent,0.13248221246746864,214415,0,South Ashley,RI,Vietnam,2,2,High,>=60,Asia
18,Male,PhD,Married,80378.0,639,31920.0,Business,Employed,11,Good,0.39712359103237205,214743,3,South Amymouth,IA,Macao,3,0,Medium,18-29,Asia
53,Male,Bachelor's,Widowed,115637.0,759,38288.0,Personal,Unemployed,18,Good,0.3311050961197541,80877,0,Bakerview,NE,Antigua and Barbuda,3,1,Medium,45-59,North America
55,Male,PhD,Divorced,52919.0,699,47283.0,Home,Employed,14,Good,0.8934976095542244,299435,4,Johnsonton,RI,Guinea,0,0,High,45-59,Africa
33,Male,High School,Widowed,83303.0,712,23883.0,Business,Unemployed,4,Poor,0.28670035893065077,117508,1,Ashleeshire,DC,New Caledonia,4,0,Low,30-44,Oceania
28,Female,High School,Single,109624.0,771,16036.0,Personal,Self-employed,1,Good,0.1462818360942859,95754,2,Port Laura,CA,Marshall Islands,3,2,Medium,18-29,Oceania
67,Male,Bachelor's,Divorced,48223.0,606,15318.0,Business,Employed,13,Poor,0.31764925450511167,214246,4,Shawnview,DC,Georgia,1,2,Low,>=60,Asia
45,Female,Master's,Widowed,100821.0,608,25392.0,Home,Unemployed,9,Good,0.25185229267712084,186780,4,Paulside,AZ,Bangladesh,2,2,Low,45-59,Asia
62,Non-binary,PhD,Married,71726.0,658,27097.0,Business,Unemployed,12,Excellent,0.37778490366115497,123775,0,New Alexanderport,KS,Pitcairn Islands,1,2,Low,>=60,Oceania
54,Non-binary,PhD,Divorced,111760.0,707,36786.0,Auto,Employed,17,Good,0.32915175375805295,52120,0,Angelaburgh,KS,Luxembourg,4,2,Medium,45-59,Europe
51,Male,High School,Married,107171.0,763,45955.0,Auto,Self-employed,8,Poor,0.4288007016823581,258221,1,Wendyland,NE,Kuwait,1,1,Low,45-59,Asia
51,Male,PhD,Married,36756.0,646,39884.0,Business,Employed,16,Excellent,1.085101752094896,68595,2,New Stephanieville,VT,Sweden,3,0,Low,45-59,Europe
21,Non-binary,PhD,Single,106940.0,721,43381.0,Home,Self-employed,13,Excellent,0.40565737796895457,68461,1,Ruthland,FM,Saint Lucia,0,2,Low,18-29,North America
32,Female,PhD,Married,36150.0,614,47080.0,Home,Unemployed,3,Fair,1.3023513139695713,280243,0,Kariville,NJ,Mauritania,4,2,Medium,30-44,Africa
45,Male,Master's,Widowed,22751.0,776,48368.0,Home,Employed,7,Fair,2.125972484725946,139323,4,Lake Heather,CT,Panama,2,0,Medium,45-59,North America
41,Male,PhD,Single,114897.0,724,33782.0,Auto,Employed,19,Poor,0.2940198612670479,203813,2,Lake Joshua,PR,Afghanistan,0,2,Low,30-44,Asia
25,Male,Master's,Married,102176.0,604,28933.0,Personal,Employed,8,Good,0.2831682586908863,140628,4,Robinport,ME,Oman,1,1,Medium,18-29,Asia
68,Non-binary,PhD,Single,94676.0,709,27727.0,Personal,Unemployed,7,Excellent,0.29286197135493686,233292,1,South Kristen,CA,Venezuela,2,1,Low,>=60,South America
37,Non-binary,Master's,Married,83474.0,779,37611.0,Personal,Unemployed,2,Fair,0.45057143541701605,177110,3,Rossfurt,AL,Trinidad and Tobago,1,1,Low,30-44,North America
52,Female,Bachelor's,Single,110341.0,707,32742.0,Personal,Unemployed,9,Excellent,0.29673466798379566,206337,3,West Josephfurt,DC,Bolivia,2,1,Medium,45-59,South America
48,Female,High School,Married,72563.0,756,15115.0,Business,Employed,12,Poor,0.20830175158138445,135455,3,Colemanville,NC,Benin,1,1,Medium,45-59,Africa
22,Male,Bachelor's,Widowed,117552.0,669,34394.0,Home,Unemployed,18,Fair,0.29258540901048047,227939,1,Newmanville,WY,Guernsey,0,1,Low,18-29,Europe
40,Non-binary,Bachelor's,Divorced,23194.0,644,18194.0,Business,Unemployed,2,Poor,0.784427006984565,230545,4,New Kimberlyland,WA,Netherlands Antilles,3,1,Low,30-44,North America
19,Female,Master's,Single,110139.0,747,13655.0,Personal,Employed,11,Fair,0.12397969838113657,154531,3,West Kathleen,MH,Cambodia,3,2,Medium,18-29,Asia
40,Non-binary,High School,Single,79439.0,748,41826.0,Business,Self-employed,13,Fair,0.5265172018781706,49315,1,Williamsshire,VA,Saint Vincent and the Grenadines,2,2,Medium,30-44,North America
55,Female,Bachelor's,Divorced,105662.0,730,32440.0,Auto,Unemployed,17,Good,0.3070167136718972,243369,2,East Cynthia,HI,Lesotho,3,2,Medium,45-59,Africa
43,Male,Bachelor's,Single,111118.0,654,46199.0,Home,Unemployed,1,Fair,0.4157652225562015,274277,3,Campbellview,NC,Singapore,4,2,Low,30-44,Asia
19,Non-binary,High School,Divorced,86231.0,677,39315.0,Personal,Self-employed,6,Poor,0.4559265229441848,21265,4,Edwardborough,WI,French Guiana,1,1,Medium,18-29,South America
64,Male,PhD,Married,27014.0,780,36704.0,Home,Unemployed,18,Fair,1.3587028947952913,181585,3,New Donaldside,SC,Saudi Arabia,4,1,Low,>=60,Asia
31,Non-binary,High School,Married,46269.0,616,35767.0,Business,Self-employed,7,Poor,0.7730229743456742,272146,0,South Courtneyview,MS,Tajikistan,0,0,Low,30-44,Asia
63,Female,Master's,Widowed,44667.0,796,24173.0,Business,Self-employed,17,Good,0.5411825284885934,28982,4,West Richard,CO,Marshall Islands,4,0,Low,>=60,Oceania
58,Male,Bachelor's,Divorced,26668.0,783,10147.0,Auto,Unemployed,0,Fair,0.3804934753262337,38083,1,New Heatherland,DE,Samoa,2,1,Low,45-59,Oceania
54,Male,PhD,Divorced,41725.0,777,31532.0,Home,Unemployed,1,Good,0.7557100059916118,257918,0,New Heatherburgh,NC,Chad,3,0,Low,45-59,Africa
41,Male,Master's,Single,117813.0,615,32854.0,Auto,Unemployed,13,Fair,0.2788656599865889,268628,1,East Shari,CO,Italy,2,0,Low,30-44,Europe
46,Female,High School,Widowed,37441.0,642,48806.0,Personal,Self-employed,7,Poor,1.303544242942229,140676,3,Ericshire,CO,Lebanon,4,2,Low,45-59,Asia
52,Female,Bachelor's,Married,63815.0,663,12089.0,Personal,Unemployed,18,Fair,0.18943821985426623,157076,1,Johnsonbury,CT,Saint Barthelemy,1,1,Low,45-59,North America
52,Non-binary,PhD,Widowed,28117.0,777,43848.0,Personal,Employed,0,Fair,1.5594835864423657,180411,2,North Maxwell,NJ,Japan,4,1,Medium,45-59,Asia
32,Non-binary,High School,Divorced,96844.0,639,35997.0,Auto,Unemployed,10,Excellent,0.3717008797653959,212676,1,East Teresaton,CA,Bolivia,2,0,Medium,30-44,South America
35,Male,PhD,Married,49055.0,786,21916.0,Business,Employed,5,Excellent,0.44676383651003976,81355,1,West Denisemouth,ND,Mayotte,1,0,Medium,30-44,Africa
32,Non-binary,High School,Widowed,44832.0,786,26318.0,Auto,Employed,10,Good,0.5870360456816559,233532,0,North Derekbury,NV,Nauru,1,1,Low,30-44,Oceania
61,Female,PhD,Divorced,85984.0,742,9671.0,Business,Unemployed,11,Excellent,0.11247441384443617,238152,1,Brownstad,MI,Cayman Islands,3,0,Low,>=60,North America
44,Non-binary,PhD,Single,32985.0,794,32122.0,Business,Employed,2,Good,0.9738365923904805,131045,0,New Andrewville,AL,Cote d'Ivoire,0,2,Low,30-44,Africa
56,Non-binary,Master's,Single,109074.0,644,44069.0,Business,Employed,7,Excellent,0.4040284577442837,230971,3,Mcmillanton,VI,Seychelles,3,0,Medium,45-59,Africa
64,Male,High School,Divorced,24321.0,789,43084.0,Home,Employed,8,Good,1.771473212450146,214252,3,South Bradley,CA,Vanuatu,4,1,Low,>=60,Oceania
60,Male,Bachelor's,Divorced,109792.0,763,28526.0,Business,Self-employed,3,Excellent,0.2598185660157388,58359,1,Baileyberg,OK,Saint Kitts and Nevis,1,2,Medium,>=60,North America
59,Non-binary,Master's,Widowed,112097.0,711,32211.0,Home,Employed,18,Good,0.2873493492243325,88870,2,North Melissa,NJ,Mozambique,4,1,High,45-59,Africa
47,Non-binary,PhD,Divorced,115384.0,654,6345.0,Auto,Self-employed,16,Good,0.05499029328156417,93331,0,Gutierrezborough,NJ,Costa Rica,2,1,Low,45-59,North America
21,Female,Bachelor's,Divorced,37412.0,721,31293.0,Personal,Employed,7,Poor,0.8364428525606757,46275,2,North Morgan,KS,Cyprus,4,2,Low,18-29,Asia
54,Female,High School,Divorced,62837.0,728,34794.0,Business,Unemployed,10,Excellent,0.5537183506532776,263985,1,North Kathryn,MO,Burkina Faso,0,2,Low,45-59,Africa
20,Male,High School,Single,56992.0,694,26150.0,Auto,Employed,10,Excellent,0.45883632790567097,211905,2,Wallaceview,HI,United States Minor Outlying Islands,3,2,Low,18-29,North America
53,Non-binary,High School,Single,104008.0,679,32669.0,Business,Employed,1,Excellent,0.3141008383970464,289770,1,Joshuafurt,MO,El Salvador,3,1,High,45-59,North America
50,Female,PhD,Divorced,55515.0,717,14867.0,Personal,Unemployed,7,Poor,0.2678014950914167,132123,2,Wheelerfort,MA,Puerto Rico,1,2,Medium,45-59,North America
25,Non-binary,PhD,Divorced,71473.0,765,14855.0,Home,Employed,1,Good,0.2078407230702503,291268,0,Gordonburgh,MI,Micronesia,4,0,Low,18-29,Oceania
28,Female,High School,Divorced,115018.0,789,23529.0,Personal,Employed,11,Good,0.2045679806638961,290952,3,Crystalfort,DE,Kazakhstan,3,1,Low,18-29,Asia
54,Female,Bachelor's,Divorced,23837.0,692,5389.0,Business,Employed,13,Good,0.22607710701850064,175164,2,New Joseph,VA,Guam,1,0,Medium,45-59,Oceania
50,Male,Bachelor's,Married,65097.0,695,9075.0,Home,Employed,15,Excellent,0.13940734596064336,261860,0,Collinsfort,NV,North Macedonia,1,1,Low,45-59,Europe
24,Male,PhD,Divorced,67907.0,732,8049.0,Auto,Employed,12,Poor,0.11852975392816646,74216,0,Saraview,MO,Puerto Rico,2,2,Medium,18-29,North America
26,Female,PhD,Single,44838.0,656,19495.0,Business,Unemployed,12,Excellent,0.4347874570676658,73852,2,Smithhaven,NE,Panama,2,2,Medium,18-29,North America
26,Non-binary,High School,Single,111288.0,798,19256.0,Home,Self-employed,15,Poor,0.17302853856660197,194627,3,New Vanessa,FL,Georgia,1,0,Low,18-29,Asia
43,Female,PhD,Single,27699.0,656,29192.0,Personal,Employed,8,Fair,1.053900862847034,123524,4,Katherinechester,AR,Congo,3,2,Low,30-44,Africa
63,Male,PhD,Single,77429.0,759,44021.0,Home,Employed,5,Excellent,0.5685337535032093,184873,0,Danielburgh,MA,Paraguay,2,2,Low,>=60,South America
67,Female,High School,Married,28660.0,654,20223.0,Business,Employed,2,Good,0.7056175854849965,260549,2,Rogersmouth,WI,Saint Pierre and Miquelon,2,1,Low,>=60,North America
39,Female,High School,Single,111564.0,687,41620.0,Personal,Unemployed,10,Fair,0.37305940984546987,127321,1,Savannahshire,NC,Australia,0,0,Low,30-44,Oceania
46,Female,Master's,Widowed,39779.0,697,25633.0,Business,Self-employed,1,Poor,0.6443852283868373,178046,0,North Joshua,NJ,United Arab Emirates,1,2,Medium,45-59,Asia
49,Male,High School,Divorced,116204.0,601,36592.0,Personal,Employed,19,Good,0.31489449588654433,204610,3,Phelpsberg,GU,Martinique,4,2,Low,45-59,North America
52,Non-binary,Bachelor's,Divorced,57672.0,780,31363.0,Personal,Self-employed,0,Good,0.5438167568317381,189350,1,New Caitlin,MA,Nauru,0,0,Low,45-59,Oceania
52,Male,Master's,Married,91441.0,798,15391.0,Auto,Self-employed,13,Poor,0.1683161820190068,78039,2,West Paul,MT,Antigua and Barbuda,2,0,Medium,45-59,North America
42,Male,Master's,Widowed,40860.0,642,7714.0,Home,Self-employed,17,Poor,0.18879099363680862,85955,0,Lake Matthew,MN,Gibraltar,4,0,Low,30-44,Europe
33,Female,PhD,Widowed,55584.0,691,36824.0,Auto,Employed,15,Excellent,0.6624928036845136,238132,0,New Gina,NV,Honduras,2,1,Low,30-44,North America
35,Male,Bachelor's,Married,81850.0,711,25151.0,Business,Employed,11,Good,0.3072816127061698,227693,1,South Timview,WV,Nigeria,3,1,Medium,30-44,Africa
32,Non-binary,Master's,Single,93851.0,667,22738.0,Personal,Self-employed,15,Excellent,0.24227765287530234,245739,3,Port Sarah,GA,Nigeria,2,2,Low,30-44,Africa
52,Female,Master's,Single,94292.0,684,11596.0,Personal,Employed,6,Good,0.12297968014253595,176006,0,North Sherry,MH,Nicaragua,4,2,Low,45-59,North America
20,Female,High School,Divorced,46485.0,714,13389.0,Personal,Self-employed,12,Excellent,0.28802839625685706,27421,3,New Matthewborough,SD,Martinique,0,0,Low,18-29,North America
38,Non-binary,Master's,Divorced,57822.0,714,6533.0,Home,Employed,4,Fair,0.11298467711251772,121972,4,Lake Gregoryburgh,CO,Peru,4,1,Low,30-44,South America
19,Female,High School,Single,76878.0,689,5412.0,Business,Self-employed,17,Fair,0.07039725279013502,203418,1,Nelsonview,TX,Belize,4,0,Low,18-29,North America
18,Male,Bachelor's,Divorced,63578.0,681,26888.0,Business,Employed,12,Fair,0.4229135864607254,49558,2,North Shannonmouth,IA,Venezuela,4,0,Low,18-29,South America
46,Non-binary,Bachelor's,Divorced,75059.0,712,43731.0,Auto,Unemployed,10,Good,0.5826216709521843,151900,0,Davisberg,NE,Falkland Islands (Malvinas),2,0,Low,45-59,South America
62,Female,PhD,Single,75900.0,651,49978.0,Personal,Self-employed,3,Good,0.6584716732542819,24777,0,Mannside,AR,Latvia,2,0,Medium,>=60,Europe
18,Male,Master's,Widowed,27312.0,777,26528.0,Home,Self-employed,5,Excellent,0.971294669009959,264157,3,East Benjamin,NC,Palau,1,0,Low,18-29,Oceania
39,Male,Bachelor's,Married,28078.0,646,34286.0,Business,Self-employed,1,Good,1.2210983688296888,234021,4,Mcclainfurt,DC,Saint Barthelemy,3,2,Low,30-44,North America
30,Female,High School,Divorced,41169.0,724,40579.0,Home,Self-employed,18,Poor,0.9856688284874542,279796,3,East Tanyamouth,MH,Greece,2,1,Medium,30-44,Europe
40,Male,PhD,Single,26503.0,645,23379.0,Personal,Unemployed,2,Poor,0.8821265517111271,211168,2,Leeburgh,NC,Yemen,4,2,Medium,30-44,Asia
55,Male,PhD,Widowed,62139.0,646,18866.0,Personal,Self-employed,6,Good,0.3036096493345564,89608,0,Smithchester,NH,Palestinian Territory,0,1,Low,45-59,Asia
57,Female,Bachelor's,Divorced,85883.0,754,25813.0,Personal,Self-employed,11,Fair,0.30056006427348836,205979,2,Jamiebury,WA,Dominican Republic,4,1,Low,45-59,North America
38,Non-binary,Bachelor's,Widowed,26858.0,783,11363.0,Business,Self-employed,2,Fair,0.4230769230769231,163920,3,Odonnellchester,MN,Isle of Man,3,1,Low,30-44,Europe
22,Female,Bachelor's,Single,58345.0,732,35331.0,Personal,Self-employed,13,Fair,0.6055531750792699,120601,3,Robertsburgh,NM,Timor-Leste,0,0,Low,18-29,Asia
31,Female,High School,Widowed,107986.0,777,33519.0,Personal,Employed,8,Good,0.31040134832293076,170578,3,West Candice,DC,Montserrat,2,1,High,30-44,North America
64,Non-binary,Bachelor's,Married,56232.0,616,13412.0,Home,Employed,19,Good,0.23851187935694979,120505,3,East Courtneychester,UT,French Guiana,1,0,Medium,>=60,South America
28,Male,High School,Divorced,47881.0,680,29640.0,Business,Unemployed,12,Good,0.6190346901693783,242194,3,Lake Edwin,NC,Fiji,0,0,Low,18-29,Oceania
56,Male,Bachelor's,Married,27377.0,764,25336.0,Personal,Employed,8,Excellent,0.9254483690689265,194672,1,Rogerhaven,MD,Guam,1,1,Low,45-59,Oceania
58,Female,High School,Single,85252.0,642,42477.0,Auto,Employed,18,Fair,0.4982522404166471,53692,0,Vargashaven,FM,Sweden,0,1,Low,45-59,Europe
47,Male,Bachelor's,Married,107091.0,795,47001.0,Business,Self-employed,7,Excellent,0.43888842199624617,279238,4,Stevenburgh,OH,Malawi,4,1,Low,45-59,Africa
64,Non-binary,High School,Widowed,97395.0,734,21023.0,Auto,Unemployed,13,Excellent,0.2158529698649828,42195,4,Mccoychester,FL,Comoros,4,1,Low,>=60,Africa
30,Female,Master's,Single,98766.0,750,34011.0,Home,Unemployed,5,Fair,0.3443593949334791,204683,3,Ashleyfort,PR,Jamaica,3,1,Low,30-44,North America
54,Female,High School,Widowed,107581.0,666,44189.0,Business,Employed,18,Good,0.41075096903728353,243126,1,Amandatown,TX,Panama,4,1,Medium,45-59,North America
41,Male,PhD,Divorced,81491.0,760,40031.0,Auto,Employed,2,Excellent,0.4912321606066928,116340,2,West Jesse,AK,Croatia,1,0,High,30-44,Europe
39,Female,Master's,Divorced,89285.0,678,25265.0,Business,Employed,5,Excellent,0.2829702637621101,205832,4,South Reneemouth,KY,Bulgaria,0,0,Low,30-44,Europe
21,Female,Master's,Single,45345.0,612,37568.0,Auto,Unemployed,5,Excellent,0.8284926673282611,91910,0,Deborahbury,ND,Russian Federation,2,0,Low,18-29,Asia
53,Non-binary,Master's,Divorced,98755.0,714,25805.0,Business,Self-employed,15,Good,0.2613032251531568,46742,4,Port Jamesfurt,TX,Hong Kong,0,2,High,45-59,Asia
26,Female,Master's,Single,51478.0,768,8763.0,Personal,Unemployed,2,Excellent,0.17022805858813475,276121,2,New Gregoryland,KY,Western Sahara,1,2,Low,18-29,Africa
56,Female,Master's,Married,115777.0,672,14572.0,Business,Self-employed,0,Poor,0.12586264974908662,197080,2,South Ambershire,CA,Yemen,4,0,Low,45-59,Asia
52,Female,Master's,Single,89205.0,677,43184.0,Home,Unemployed,4,Good,0.48409842497617844,176816,0,Lake Justinfort,GA,Bermuda,1,2,Low,45-59,North America
53,Non-binary,Bachelor's,Divorced,86686.0,745,25179.0,Business,Unemployed,0,Fair,0.29046212767921004,296629,4,Wilsonshire,CO,Malta,0,1,Low,45-59,Europe
52,Non-binary,PhD,Married,71150.0,750,7117.0,Business,Employed,14,Excellent,0.10002810962754743,80599,0,Mullenville,WY,Germany,2,1,Low,45-59,Europe
32,Male,High School,Married,65874.0,661,16475.0,Personal,Self-employed,19,Excellent,0.25009867322464097,291519,0,East Charlesborough,MA,Mongolia,3,1,Low,30-44,Asia
21,Female,High School,Single,80750.0,753,40310.0,Home,Self-employed,6,Poor,0.4991950464396285,201804,1,Lake Linda,NM,Kazakhstan,1,0,Low,18-29,Asia
49,Male,Bachelor's,Single,22016.0,724,31617.0,Personal,Self-employed,6,Excellent,1.436091933139535,295496,0,Michaelshire,VI,Jersey,0,2,Low,45-59,Europe
43,Male,Bachelor's,Widowed,107748.0,681,47928.0,Business,Self-employed,10,Poor,0.44481568103352265,143735,4,Lake Diane,DE,Northern Mariana Islands,0,0,Low,30-44,Oceania
40,Male,Master's,Single,63774.0,790,34778.0,Auto,Unemployed,3,Fair,0.545331953460658,223709,4,Andrewfort,MT,Cocos (Keeling) Islands,0,1,Low,30-44,Oceania
18,Male,High School,Married,118550.0,753,17210.0,Auto,Employed,0,Good,0.14517081400253057,258358,3,West Kevinborough,TX,Tajikistan,1,1,High,18-29,Asia
28,Female,High School,Divorced,21528.0,602,19837.0,Auto,Unemployed,10,Good,0.9214511334076552,93626,1,Port Alisonberg,IA,Venezuela,1,1,Low,18-29,South America
69,Female,Bachelor's,Single,78769.0,696,42025.0,Home,Self-employed,16,Poor,0.533522070865442,233249,4,Garciaton,MI,Turks and Caicos Islands,2,2,High,>=60,North America
62,Female,PhD,Single,108921.0,667,10516.0,Auto,Self-employed,15,Fair,0.09654703867940985,255160,1,Lopezhaven,WV,Gambia,1,2,Low,>=60,Africa
19,Non-binary,Master's,Divorced,27045.0,637,41576.0,Home,Self-employed,9,Excellent,1.5372897023479386,111807,4,South Brandonville,UT,Saint Kitts and Nevis,3,1,Medium,18-29,North America
38,Female,Master's,Single,70281.0,641,22585.0,Auto,Self-employed,5,Excellent,0.3213528549679145,79609,1,Kellychester,OK,Liberia,0,1,Low,30-44,Africa
43,Non-binary,Bachelor's,Widowed,48554.0,714,38533.0,Business,Employed,4,Excellent,0.7936112369732669,147409,2,Port Adamland,VA,Tanzania,3,2,Medium,30-44,Africa
49,Female,High School,Married,45651.0,772,46555.0,Business,Self-employed,10,Fair,1.0198024139668354,252580,3,South Connorborough,TX,Peru,3,2,Medium,45-59,South America
26,Non-binary,High School,Divorced,113676.0,647,36898.0,Auto,Employed,16,Fair,0.32458918329286746,276782,3,Baileyshire,WI,Albania,0,0,Low,18-29,Europe
51,Non-binary,PhD,Divorced,100631.0,692,41294.0,Home,Unemployed,10,Poor,0.4103506871639952,274344,3,Matthewville,AR,Saint Kitts and Nevis,0,0,Low,45-59,North America
54,Male,PhD,Married,39450.0,609,37945.0,Business,Self-employed,19,Poor,0.961850443599493,161000,0,Andreafurt,PW,Bouvet Island (Bouvetoya),1,2,Low,45-59,Antarctica
56,Female,Bachelor's,Single,91435.0,621,18449.0,Auto,Unemployed,7,Good,0.20177175042379833,223183,2,Josephton,NC,Bulgaria,3,1,Low,45-59,Europe
